Title;DC1
Description;Dataset proposed in the paper Vanhoucke, M., Coelho, J., and Batselier, J. (2016). An overview of project data for integrated project management and control. Journal of Modern Project Management, 3(2):6–21.
Number;1800
Format;rcp
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
35;mv35.rcp;0;0;38;1;0;38;1;0;38;1;0;24;58;10;0,900;0,356;0,222;0,286;0,111;0,667;0,214;4;0,500;2,000;0,133;0,609;0;0,000;0,000;0,000;0,000;1,000
36;mv36.rcp;0;0;35;1;0;35;1;0;35;1;0;20;52;10;0,800;0,333;0,333;0,444;0,000;0,500;0,500;4;0,500;2,000;0,146;0,515;0;0,000;0,000;0,000;0,000;1,000
37;mv37.rcp;0;0;33;1;0;33;1;0;33;1;0;27;74;10;0,800;0,356;0,222;0,143;0,067;0,500;0,214;4;0,500;2,000;0,278;0,499;0;0,000;0,000;0,000;0,000;1,000
38;mv38.rcp;0;0;42;1;0;42;1;0;42;1;0;30;60;10;0,900;0,356;0,333;0,667;0,133;0,667;0,667;4;0,500;2,000;0,273;0,650;0;0,000;0,000;0,000;0,000;1,000
39;mv39.rcp;0;0;21;1;0;21;1;0;21;1;0;14;41;10;0,700;0,356;0,333;0,667;0,067;1,000;0,556;4;0,500;2,000;0,250;0,491;0;0,000;0,000;0,000;0,000;1,000
40;mv40.rcp;0;0;30;1;0;30;1;0;30;1;0;27;51;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,500;2,000;0,179;0,533;0;0,000;0,000;0,000;0,000;1,000
41;mv41.rcp;0;0;38;1;0;38;1;0;38;1;0;22;62;10;0,800;0,356;0,333;0,444;0,000;0,250;0,611;4;0,500;2,000;0,300;0,510;0;0,000;0,000;0,000;0,000;1,000
42;mv42.rcp;0;0;36;1;0;36;1;0;36;1;0;27;49;10;0,700;0,356;0,333;0,444;0,000;0,500;0,556;4;0,500;2,000;0,481;0,642;0;0,000;0,000;0,000;0,000;1,000
43;mv43.rcp;0;0;30;1;0;30;1;0;30;1;0;20;50;10;0,800;0,333;0,222;0,143;0,067;0,500;0,071;4;0,500;2,000;0,294;0,486;0;0,000;0,000;0,000;0,000;1,000
44;mv44.rcp;0;0;38;1;0;38;1;0;38;1;0;26;65;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,500;2,000;0,276;0,516;0;0,000;0,000;0,000;0,000;1,000
45;mv45.rcp;0;0;28;CPM;0;28;1;0;28;1;0;28;50;10;0,700;0,356;0,333;0,444;0,000;0,000;0,556;4;0,500;2,000;0,498;0,438;0;0,000;0,000;0,000;0,000;1,000
46;mv46.rcp;0;0;26;1;0;26;1;0;26;1;0;18;53;10;0,900;0,356;0,222;0,286;0,111;0,667;0,214;4;0,500;2,000;0,315;0,494;0;0,000;0,000;0,000;0,000;1,000
47;mv47.rcp;0;0;26;1;0;26;1;0;26;1;0;19;57;10;0,900;0,356;0,222;0,286;0,111;0,667;0,214;4;0,500;2,000;0,349;0,470;0;0,000;0,000;0,000;0,000;1,000
48;mv48.rcp;0;0;28;1;0;28;1;0;28;1;0;16;42;10;0,900;0,356;0,222;0,286;0,111;0,667;0,214;4;0,500;2,000;0,266;0,516;0;0,000;0,000;0,000;0,000;1,000
49;mv49.rcp;0;0;37;1;0;37;1;0;37;1;0;28;76;10;0,800;0,333;0,222;0,143;0,067;0,500;0,071;4;0,500;2,000;0,371;0,458;0;0,000;0,000;0,000;0,000;1,000
50;mv50.rcp;0;0;28;1;0;28;1;0;28;1;0;20;51;10;0,800;0,333;0,222;0,286;0,111;1,000;0,071;4;0,500;2,000;0,475;0,527;0;0,000;0,000;0,000;0,000;1,000
51;mv51.rcp;0;0;27;1;0;27;1;0;27;1;0;18;50;10;0,900;0,356;0,222;0,286;0,056;0,333;0,286;4;0,500;2,000;0,514;0,398;0;0,000;0,000;0,000;0,000;1,000
52;mv52.rcp;0;0;18;1;0;18;1;0;18;1;0;13;50;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;0,500;2,000;0,700;0,377;0;0,000;0,000;0,000;0,000;1,000
53;mv53.rcp;0;0;31;1;0;31;1;0;31;1;0;24;54;10;0,900;0,356;0,222;0,286;0,111;0,667;0,286;3;0,567;1,700;0,278;0,440;0;0,000;0,000;0,000;0,000;1,000
54;mv54.rcp;0;0;31;1;0;31;1;0;31;1;0;25;49;10;0,800;0,333;0,222;0,143;0,067;0,500;0,071;4;0,500;2,000;0,793;0,522;0;0,000;0,000;0,000;0,000;1,000
55;mv55.rcp;0;0;25;1;0;25;1;0;25;1;0;17;60;10;0,900;0,356;0,333;0,667;0,200;1,000;0,667;4;0,500;2,000;0,628;0,424;0;0,000;0,000;0,000;0,000;1,000
56;mv56.rcp;0;0;31;1;0;31;1;0;31;1;0;22;69;10;0,800;0,356;0,222;0,143;0,067;0,500;0,214;4;0,500;2,000;0,670;0,421;0;0,000;0,000;0,000;0,000;1,000
57;mv57.rcp;0;0;27;1;0;27;1;0;27;1;0;23;56;10;0,800;0,333;0,222;0,143;0,067;0,500;0,071;4;0,500;2,000;0,560;0,392;0;0,000;0,000;0,000;0,000;1,000
58;mv58.rcp;0;0;19;1;0;19;1;0;19;1;0;17;45;10;0,800;0,356;0,222;0,143;0,067;0,500;0,214;4;0,500;2,000;0,399;0,504;0;0,000;0,000;0,000;0,000;1,000
59;mv59.rcp;0;0;16;1;0;16;1;0;16;1;0;14;38;10;0,800;0,333;0,222;0,143;0,067;0,500;0,000;4;0,500;2,000;0,483;0,465;0;0,000;0,000;0,000;0,000;1,000
60;mv60.rcp;0;0;31;1;0;31;1;0;31;1;0;21;61;10;0,900;0,356;0,222;0,143;0,133;0,667;0,214;3;0,600;1,800;0,511;0,405;0;0,000;0,000;0,000;0,000;1,000
61;mv61.rcp;0;0;48;1;0;48;1;0;48;1;0;20;53;10;0,800;0,333;0,333;0,444;0,143;1,000;0,500;4;0,750;3,000;0,000;0,543;0;0,000;0,000;0,000;0,000;1,000
62;mv62.rcp;0;0;44;1;0;44;1;0;44;1;0;21;58;10;0,800;0,333;0,222;0,143;0,067;0,500;0,071;4;0,750;3,000;0,268;0,490;0;0,000;0,000;0,000;0,000;1,000
63;mv63.rcp;0;0;34;1;0;34;1;0;34;1;0;17;57;10;0,900;0,356;0,222;0,286;0,167;1,000;0,286;4;0,750;3,000;0,041;0,487;0;0,000;0,000;0,000;0,000;1,000
64;mv64.rcp;0;0;38;1;0;38;1;0;38;1;0;17;45;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;0,750;3,000;0,000;0,673;0;0,000;0,000;0,000;0,000;1,000
65;mv65.rcp;0;0;43;1;0;43;1;0;43;1;0;27;62;10;0,700;0,356;0,333;0,444;0,000;0,500;0,556;4;0,750;3,000;0,267;0,543;0;0,000;0,000;0,000;0,000;1,000
66;mv66.rcp;0;0;40;1;0;40;1;0;40;1;0;18;55;10;0,700;0,356;0,333;0,444;0,000;0,500;0,556;4;0,750;3,000;0,120;0,517;0;0,000;0,000;0,000;0,000;1,000
67;mv67.rcp;0;0;38;1;0;38;1;0;38;1;0;26;64;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,750;3,000;0,068;0,469;0;0,000;0,000;0,000;0,000;1,000
68;mv68.rcp;0;0;42;1;0;42;1;0;42;1;0;14;49;10;0,800;0,356;0,333;0,444;0,000;0,250;0,611;4;0,750;3,000;0,119;0,580;0;0,000;0,000;0,000;0,000;1,000
69;mv69.rcp;0;0;59;1;0;59;1;0;59;1;0;21;67;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,750;3,000;0,023;0,550;0;0,000;0,000;0,000;0,000;1,000
70;mv70.rcp;0;0;44;1;0;44;1;0;44;1;0;24;54;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;0,750;3,000;0,100;0,573;0;0,000;0,000;0,000;0,000;1,000
71;mv71.rcp;0;0;41;1;0;41;1;0;41;1;0;19;45;10;0,800;0,356;0,333;0,444;0,067;1,000;0,500;4;0,750;3,000;0,115;0,509;0;0,000;0,000;0,000;0,000;1,000
72;mv72.rcp;0;0;22;1;0;22;1;0;22;1;0;20;46;10;0,700;0,356;0,333;0,444;0,000;0,000;0,556;4;0,750;3,000;0,327;0,460;0;0,000;0,000;0,000;0,000;1,000
73;mv73.rcp;0;0;34;1;0;34;1;0;34;1;0;23;60;10;0,800;0,356;0,222;0,143;0,067;0,500;0,214;4;0,750;3,000;0,229;0,432;0;0,000;0,000;0,000;0,000;1,000
74;mv74.rcp;0;0;41;1;0;41;1;0;41;1;0;28;69;10;0,700;0,356;0,333;0,444;0,000;0,500;0,556;4;0,750;3,000;0,245;0,490;0;0,000;0,000;0,000;0,000;1,000
75;mv75.rcp;0;0;34;1;0;34;1;0;34;1;0;32;56;10;0,800;0,356;0,333;0,667;0,067;0,750;0,611;4;0,750;3,000;0,228;0,427;0;0,000;0,000;0,000;0,000;1,000
76;mv76.rcp;0;0;33;1;0;33;1;0;33;1;0;16;53;10;0,800;0,356;0,222;0,286;0,111;1,000;0,214;4;0,750;3,000;0,291;0,389;0;0,000;0,000;0,000;0,000;1,000
77;mv77.rcp;0;0;34;1;0;34;1;0;34;1;0;27;64;10;0,900;0,356;0,222;0,143;0,000;0,000;0,214;4;0,750;3,000;0,291;0,393;0;0,000;0,000;0,000;0,000;1,000
78;mv78.rcp;0;0;39;1;0;39;1;0;39;1;0;34;63;10;0,800;0,333;0,333;0,444;0,000;0,250;0,500;4;0,750;3,000;0,412;0,382;0;0,000;0,000;0,000;0,000;1,000
79;mv79.rcp;0;0;39;1;0;39;1;0;39;1;0;25;62;10;0,800;0,356;0,333;0,444;0,067;1,000;0,500;4;0,750;3,000;0,311;0,467;0;0,000;0,000;0,000;0,000;1,000
80;mv80.rcp;0;0;41;1;0;41;1;0;41;1;0;27;71;10;0,900;0,356;0,222;0,286;0,111;0,667;0,286;4;0,750;3,000;0,392;0,435;0;0,000;0,000;0,000;0,000;1,000
81;mv81.rcp;0;0;27;1;0;27;1;0;27;1;0;21;54;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,750;3,000;0,532;0,384;0;0,000;0,000;0,000;0,000;1,000
82;mv82.rcp;0;0;27;1;0;27;1;0;27;1;0;24;58;10;0,800;0,333;0,333;0,667;0,067;0,750;0,556;4;0,750;3,000;0,549;0,384;0;0,000;0,000;0,000;0,000;1,000
83;mv83.rcp;0;0;15;1;0;15;1;0;15;1;0;13;42;10;1,000;0,356;0,222;0,286;0,056;0,250;0,286;4;0,750;3,000;0,444;0,365;0;0,000;0,000;0,000;0,000;1,000
84;mv84.rcp;0;0;32;1;0;32;1;0;32;1;0;22;58;10;0,800;0,356;0,333;0,444;0,000;0,500;0,500;4;0,750;3,000;0,545;0,410;0;0,000;0,000;0,000;0,000;1,000
85;mv85.rcp;0;0;27;1;0;27;1;0;27;1;0;24;58;10;0,800;0,356;0,222;0,286;0,111;1,000;0,214;4;0,750;3,000;0,542;0,321;0;0,000;0,000;0,000;0,000;1,000
86;mv86.rcp;0;0;26;1;0;26;1;0;26;1;0;24;56;10;0,800;0,356;0,222;0,143;0,067;0,500;0,214;4;0,750;3,000;0,537;0,352;0;0,000;0,000;0,000;0,000;1,000
87;mv87.rcp;0;0;27;1;0;27;1;0;27;1;0;23;56;10;1,000;0,356;0,222;0,286;0,167;0,750;0,286;4;0,750;3,000;0,587;0,321;0;0,000;0,000;0,000;0,000;1,000
88;mv88.rcp;0;0;30;1;0;30;1;0;30;1;0;20;65;10;0,800;0,333;0,333;0,667;0,000;0,500;0,556;4;0,750;3,000;0,521;0,345;0;0,000;0,000;0,000;0,000;1,000
89;mv89.rcp;0;0;24;1;0;24;1;0;24;1;0;22;51;10;0,900;0,356;0,333;0,667;0,133;0,667;0,667;4;0,750;3,000;0,532;0,363;0;0,000;0,000;0,000;0,000;1,000
90;mv90.rcp;0;0;27;1;0;27;1;0;27;1;0;22;55;10;0,800;0,356;0,333;0,444;0,071;0,750;0,611;4;0,750;3,000;0,544;0,384;0;0,000;0,000;0,000;0,000;1,000
91;mv91.rcp;0;0;62;1;0;62;Sum PT;0;62;1;0;17;62;10;0,900;0,356;0,222;0,286;0,056;0,333;0,286;4;1,000;4,000;0,000;0,600;0;0,000;0,000;0,000;0,000;1,000
92;mv92.rcp;0;0;64;1;0;64;1;0;64;1;0;21;66;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;1,000;4,000;0,033;0,540;0;0,000;0,000;0,000;0,000;1,000
93;mv93.rcp;0;0;59;1;0;59;1;0;59;1;0;26;61;10;1,000;0,356;0,222;0,286;0,167;0,750;0,286;4;1,000;4,000;0,036;0,542;0;0,000;0,000;0,000;0,000;1,000
94;mv94.rcp;0;0;58;1;0;58;1;0;58;1;0;30;59;10;0,700;0,356;0,333;0,667;0,067;1,000;0,556;4;1,000;4,000;0,000;0,610;0;0,000;0,000;0,000;0,000;1,000
95;mv95.rcp;0;0;45;1;0;45;1;0;45;1;0;20;48;10;0,900;0,356;0,222;0,286;0,111;0,667;0,286;4;1,000;4,000;0,038;0,558;0;0,000;0,000;0,000;0,000;1,000
96;mv96.rcp;0;0;46;1;0;46;Sum PT;0;46;1;0;23;46;10;0,700;0,333;0,333;0,333;0,000;1,000;0,333;4;1,000;4,000;0,031;0,548;0;0,000;0,000;0,000;0,000;1,000
97;mv97.rcp;0;0;60;1;0;60;1;0;60;1;0;29;65;10;0,800;0,356;0,333;0,444;0,000;0,500;0,500;4;1,000;4,000;0,050;0,503;0;0,000;0,000;0,000;0,000;1,000
98;mv98.rcp;0;0;49;1;0;49;Sum PT;0;49;1;0;23;49;10;0,800;0,333;0,333;0,444;0,071;0,750;0,500;4;1,000;4,000;0,021;0,625;0;0,000;0,000;0,000;0,000;1,000
99;mv99.rcp;0;0;49;1;0;49;1;0;49;1;0;21;59;10;0,800;0,333;0,333;0,444;0,071;0,500;0,500;4;1,000;4,000;0,066;0,490;0;0,000;0,000;0,000;0,000;1,000
100;mv100.rcp;0;0;59;1;0;59;1;0;59;1;0;23;66;10;0,800;0,333;0,333;0,444;0,071;0,750;0,500;4;1,000;4,000;0,000;0,554;0;0,000;0,000;0,000;0,000;1,000
101;mv101.rcp;0;0;46;1;0;46;1;0;46;1;0;31;66;10;0,700;0,356;0,333;0,667;0,067;1,000;0,556;4;1,000;4,000;0,262;0,443;0;0,000;0,000;0,000;0,000;1,000
102;mv102.rcp;0;0;46;1;0;46;1;0;46;1;0;28;60;10;0,800;0,356;0,333;0,444;0,000;0,500;0,611;4;1,000;4,000;0,282;0,430;0;0,000;0,000;0,000;0,000;1,000
103;mv103.rcp;0;0;43;1;0;43;1;0;43;1;0;25;69;10;0,800;0,356;0,222;0,286;0,000;0,000;0,143;4;1,000;4,000;0,282;0,431;0;0,000;0,000;0,000;0,000;1,000
104;mv104.rcp;0;0;44;1;0;44;1;0;44;1;0;22;57;10;0,800;0,356;0,333;0,667;0,067;0,750;0,611;4;1,000;4,000;0,250;0,426;0;0,000;0,000;0,000;0,000;1,000
105;mv105.rcp;0;0;48;1;0;48;1;0;48;1;0;34;65;10;0,700;0,356;0,333;0,667;0,067;1,000;0,556;4;1,000;4,000;0,324;0,399;0;0,000;0,000;0,000;0,000;1,000
106;mv106.rcp;0;0;38;1;0;38;1;0;38;1;0;21;49;10;0,900;0,356;0,222;0,286;0,167;1,000;0,286;4;1,000;4,000;0,240;0,408;0;0,000;0,000;0,000;0,000;1,000
107;mv107.rcp;0;0;31;1;0;31;1;0;31;1;0;20;47;10;0,800;0,356;0,333;0,444;0,000;0,000;0,500;4;1,000;4,000;0,190;0,401;0;0,000;0,000;0,000;0,000;1,000
108;mv108.rcp;0;0;39;1;0;39;1;0;39;1;0;21;50;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;1,000;4,000;0,170;0,490;0;0,000;0,000;0,000;0,000;1,000
109;mv109.rcp;0;0;39;1;0;39;1;0;39;1;0;23;49;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;1,000;4,000;0,240;0,383;0;0,000;0,000;0,000;0,000;1,000
110;mv110.rcp;0;0;32;1;0;32;1;0;32;1;0;25;46;10;0,800;0,356;0,333;0,444;0,067;1,000;0,500;4;1,000;4,000;0,306;0,422;0;0,000;0,000;0,000;0,000;1,000
111;mv111.rcp;0;0;33;1;0;33;1;0;33;1;0;24;70;10;0,900;0,356;0,222;0,286;0,167;1,000;0,286;4;1,000;4,000;0,532;0,289;0;0,000;0,000;0,000;0,000;1,000
112;mv112.rcp;0;0;27;1;0;27;1;0;27;1;0;18;58;10;0,900;0,356;0,333;0,667;0,200;1,000;0,667;4;1,000;4,000;0,538;0,300;0;0,000;0,000;0,000;0,000;1,000
113;mv113.rcp;0;0;24;1;0;24;1;0;24;1;0;16;48;10;0,900;0,356;0,222;0,143;0,067;0,333;0,214;4;1,000;4,000;0,510;0,305;0;0,000;0,000;0,000;0,000;1,000
114;mv114.rcp;0;0;31;1;0;31;1;0;31;1;0;25;63;10;0,900;0,356;0,222;0,143;0,000;0,000;0,214;4;1,000;4,000;0,550;0,328;0;0,000;0,000;0,000;0,000;1,000
115;mv115.rcp;0;0;33;1;0;33;1;0;33;1;0;25;57;10;0,800;0,333;0,333;0,444;0,000;0,500;0,500;4;1,000;4,000;0,412;0,361;0;0,000;0,000;0,000;0,000;1,000
116;mv116.rcp;0;0;29;1;0;29;1;0;29;1;0;20;57;10;0,800;0,356;0,333;0,667;0,067;0,750;0,611;4;1,000;4,000;0,452;0,327;0;0,000;0,000;0,000;0,000;1,000
117;mv117.rcp;0;0;26;1;0;26;1;0;26;1;0;22;60;10;0,900;0,356;0,222;0,286;0,111;0,667;0,286;4;1,000;4,000;0,520;0,299;0;0,000;0,000;0,000;0,000;1,000
118;mv118.rcp;0;0;27;1;0;27;1;0;27;1;0;25;67;10;0,800;0,333;0,333;0,444;0,000;0,250;0,500;4;1,000;4,000;0,547;0,308;0;0,000;0,000;0,000;0,000;1,000
119;mv119.rcp;0;0;26;1;0;26;1;0;26;1;0;22;54;10;0,700;0,356;0,333;0,444;0,000;0,000;0,556;4;1,000;4,000;0,527;0,311;0;0,000;0,000;0,000;0,000;1,000
120;mv120.rcp;0;0;24;1;0;24;1;0;24;1;0;19;53;10;0,900;0,356;0,222;0,286;0,111;0,667;0,286;4;1,000;4,000;0,530;0,285;0;0,000;0,000;0,000;0,000;1,000
121;mv121.rcp;0;0;30;CPM;0;30;1;0;30;1;0;30;46;10;1,000;0,622;0,556;0,600;0,000;0,500;0,600;3;0,333;1,000;0,667;0,680;0;0,000;0,000;0,000;0,000;1,000
122;mv122.rcp;0;0;25;1;0;25;1;0;25;1;0;22;37;10;1,700;0,600;0,222;0,143;0,400;0,545;0,214;3;0,333;1,000;0,667;0,771;0;0,000;0,000;0,000;0,000;1,000
123;mv123.rcp;0;0;43;1;0;43;1;0;43;1;0;29;58;10;1,200;0,600;0,444;0,500;0,111;0,600;0,450;2;0,350;0,700;0,000;0,771;0;0,000;0,000;0,000;0,000;1,000
124;mv124.rcp;0;0;29;CPM;0;29;1;0;29;1;0;29;53;10;1,000;0,578;0,444;0,500;0,182;0,889;0,350;3;0,300;0,900;0,667;0,641;0;0,000;0,000;0,000;0,000;1,000
125;mv125.rcp;0;0;27;1;0;27;1;0;27;1;0;22;42;10;1,300;0,622;0,333;0,333;0,000;0,250;0,167;3;0,300;0,900;0,000;0,619;0;0,000;0,000;0,000;0,000;1,000
126;mv126.rcp;0;0;32;1;0;32;1;0;32;1;0;29;58;10;1,500;0,600;0,333;0,444;0,357;0,722;0,444;3;0,300;0,900;0,067;0,606;0;0,000;0,000;0,000;0,000;1,000
